entity_id,paper_id,paper_title,year,entity_type,entity,normalized_entity,section_type,section_heading,evidence_anchor,context_snippet,char_start,char_end
E00051,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"eren- tiate real and GAN-generated images. However, these studies largely predate the prevalence of diffusion models and text- to-image techniques, hence they are primarily trained and evaluated on GAN-generat",11623,11632
E00052,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"dle of the screwdriver, bokeh in the background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of",13462,13471
E00053,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"r, bokeh in the background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images",13483,13492
E00054,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"round, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images in the database. The",13504,13513
E00055,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images in the database. The images are generat,13523,13532
E00056,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"FIGURE 3: Examples of the generated images in the database. The images are generated with different diffusion models using a text prompt, that loosely based on a natural image from Raise-1k [17]. As the goal o",13650,13659
E00057,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"cts in these periods [2], [7], [8], [44]. To train the network to only detect artefacts coming from diffusion methods, we apply JPEG compression to the training images. One model is trained for each JPEG quali",15757,15766
E00058,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"then apply various post-processing such as JPEG compression on a clean image. On the other hand, as diffusion models are quite recent, the available data on such images is scarce. To the best of our knowledge,",17492,17501
E00059,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"tabase is proposed by Corvi et al. [15], consisting of 1000 images generated with different GAN and diffusion models, including DALL·E 2 [48], Glide [41], and Latent Diffusion [50]. To address this scarcity, w",17728,17737
E00060,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"generated with different GAN and diffusion models, including DALL·E 2 [48], Glide [41], and Latent Diffusion [50]. To address this scarcity, we propose our own dataset of DM-generated images. This enables us",17794,17803
E00061,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"own dataset of DM-generated images. This enables us to provide a way to evaluate methods on current diffusion models, such as Stable Diffusion [50] 1.3, 1.4, 2, and XL, Midjourney [40], Adobe Firefly [24],DALL",17951,17960
E00062,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"s. This enables us to provide a way to evaluate methods on current diffusion models, such as Stable Diffusion [50] 1.3, 1.4, 2, and XL, Midjourney [40], Adobe Firefly [24],DALL·E [48] 2 and 3, for which no pub",17984,17993
E00063,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"e a relatively small number of features. Trained with both real and synthetic images from different diffusion models, our classifier learns to distinguish authentic and generated images using only the magnitud",19978,19987
E00064,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"ted images using only the magnitude of these peaks. The model is trained on both natural images and diffusion- model generated ones, to detect whether the analysed fea- VOLUME , 5 This work is licensed under a",20153,20162
E00065,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"E 1: Comparative results of the state of the art and the proposed method on Glide (GD) [41], stable diffusion (SD) [50] 1.3 and 1.4, Midjourney(MJ) v5 [40], and DALL·E 2(DE) [48]. The proposed method is displa",21521,21530
E00066,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"3 and 1.4, Midjourney(MJ) v5 [40], and DALL·E 2(DE) [48]. The proposed method is displayed when the diffusion model of the studied images was encountered during training (generic), when the detection method is",21643,21652
E00067,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"d is trained specifically on this model (specific), and when the method is not trained on the image diffusion model (generalization). The Matthew’s Correlation Coefficient MCC score is displayed, by setting th",21848,21857
E00068,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"-diverse dataset as a guideline ensures the generated images are varied. training (generic), if the diffusion model is exactly known (specific) or in the worst case where the diffusion model is entirely unseen",22424,22433
E00069,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"aining (generic), if the diffusion model is exactly known (specific) or in the worst case where the diffusion model is entirely unseen during training (generalization): Note that the original images are not us",22499,22508
E00070,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"images for dis- information are usually created with fake images from existing, publicly-available diffusion model, but it is rarely known specifically which model was used. The generic-trained method constit",23693,23702
E00071,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"ths and limits of the method. 2) Specific training: the method can be trained specifi- cally on the diffusion model used for the images. While this approach can be seen as unrealistic, it enables us to know th",24049,24058
E00072,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"te an image is known. 3) Generalization training: Reversely, the method can be trained on all known diffusion models, except the one used to generate the image, to assess whether the method can generalize to u",24337,24346
E00073,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"in Table 1. Under the generic training, the proposed method yields consistently good results across diffusion models and beats the state of the art on all, even against stable diffusion images which are alread",25424,25433
E00074,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"tly good results across diffusion models and beats the state of the art on all, even against stable diffusion images which are already well-detected by Corvi et al. [15]. Knowing the specific model used is sho",25500,25509
E00075,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"forensics [2]– [6], [26], [36], [42], [44] Finally, we note that the proposed method is trained on diffusion-model-generated, photorealistic images. It is not trained to work on GAN images, for which numerous",30240,30249
E00076,P002,Unknown,Unknown,generator_family,diffusion,diffusion,unknown,,P002:p1-p8:unknown,"Conclusion I N this paper, we have trained a simple method to detect synthetic images generated by diffusion models. The method reveals the frequency artefacts using an high pass filter, then distinguishes re",33878,33887
E00077,P002,Unknown,Unknown,generator_family,latent diffusion,latent diffusion,unknown,,P002:p1-p8:unknown,"], a model adept at embedding images and text into a shared space. Capitalizing on this capability, latent diffusion models [49] such as Stable Diffusion (SD) [50] and DALL·E [48] have extended diffusion models to sy",10454,10470
E00078,P002,Unknown,Unknown,generator_family,latent diffusion,latent diffusion,unknown,,P002:p1-p8:unknown,"images generated with different GAN and diffusion models, including DALL·E 2 [48], Glide [41], and Latent Diffusion [50]. To address this scarcity, we propose our own dataset of DM-generated images. This enables us",17787,17803
E00079,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,mation: DOI 10.1109/OJSP.2023.3337714 <Society logo(s) and publication title will appear here.> (a) Stable Diffusion 1.3 (b) Stable Diffusion 1.4 (c) Stable Diffusion 2 (d) Stable Diffusion XL (e) Glide (f) Midjourne,8761,8777
E00080,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,2023.3337714 <Society logo(s) and publication title will appear here.> (a) Stable Diffusion 1.3 (b) Stable Diffusion 1.4 (c) Stable Diffusion 2 (d) Stable Diffusion XL (e) Glide (f) Midjourney v5 (g) DALL·E 2 (h) DAL,8786,8802
E00081,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,o(s) and publication title will appear here.> (a) Stable Diffusion 1.3 (b) Stable Diffusion 1.4 (c) Stable Diffusion 2 (d) Stable Diffusion XL (e) Glide (f) Midjourney v5 (g) DALL·E 2 (h) DALL·E 3 (i) Adobe Firefly (,8811,8827
E00082,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,tle will appear here.> (a) Stable Diffusion 1.3 (b) Stable Diffusion 1.4 (c) Stable Diffusion 2 (d) Stable Diffusion XL (e) Glide (f) Midjourney v5 (g) DALL·E 2 (h) DALL·E 3 (i) Adobe Firefly (j) Raise (real images),8834,8850
E00083,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"and text into a shared space. Capitalizing on this capability, latent diffusion models [49] such as Stable Diffusion (SD) [50] and DALL·E [48] have extended diffusion models to synthesize images from text prompts in",10491,10507
E00084,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"rey handle of the screwdriver, bokeh in the background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of",13455,13471
E00085,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"ewdriver, bokeh in the background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images",13476,13492
E00086,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"e background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images in the database. The",13497,13513
E00087,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion XL Glide Firefly FIGURE 3: Examples of the generated images in the database. The images are generat,13516,13532
E00088,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"d images. This enables us to provide a way to evaluate methods on current diffusion models, such as Stable Diffusion [50] 1.3, 1.4, 2, and XL, Midjourney [40], Adobe Firefly [24],DALL·E [48] 2 and 3, for which no pub",17977,17993
E00089,P002,Unknown,Unknown,generator_family,Stable Diffusion,stable diffusion,unknown,,P002:p1-p8:unknown,"49 TABLE 1: Comparative results of the state of the art and the proposed method on Glide (GD) [41], stable diffusion (SD) [50] 1.3 and 1.4, Midjourney(MJ) v5 [40], and DALL·E 2(DE) [48]. The proposed method is displa",21514,21530
E00090,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,Diffusion 1.3 (b) Stable Diffusion 1.4 (c) Stable Diffusion 2 (d) Stable Diffusion XL (e) Glide (f) Midjourney v5 (g) DALL·E 2 (h) DALL·E 3 (i) Adobe Firefly (j) Raise (real images) FIGURE 2: FFT of the average,8868,8878
E00091,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"focus on the euphorbia and the grey handle of the screwdriver, bokeh in the background, 105mm f/5.6 Midjourney v5 DALL·E 2 DALL·E 3 Stable Diffusion 1.3 Stable Diffusion 1.4 Stable Diffusion 2 Stable Diffusion",13423,13433
E00092,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"to evaluate methods on current diffusion models, such as Stable Diffusion [50] 1.3, 1.4, 2, and XL, Midjourney [40], Adobe Firefly [24],DALL·E [48] 2 and 3, for which no publicly-available datasets are availabl",18020,18030
E00093,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"on. Citation information: DOI 10.1109/OJSP.2023.3337714 Quentin Bammey: Glide SD1.3 SD1.4 SD2 SD XL Midjourney DALL·E 2 DALL·E 3 Firefly Overall Proposed, generic 0.915 0.933 0.943 0.866 0.915 0.867 0.932 0.920",20674,20684
E00094,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"tate of the art and the proposed method on Glide (GD) [41], stable diffusion (SD) [50] 1.3 and 1.4, Midjourney(MJ) v5 [40], and DALL·E 2(DE) [48]. The proposed method is displayed when the diffusion model of th",21554,21564
E00095,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"ry as the original one. For each of the 1000 images, descriptions of the images are generated using Midjourney descriptor [40] and CLIP Interrogator [13]. These descriptions are used as a basis to manually writ",22941,22951
E00096,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"ific model used is shown to slightly enhance the results, although this is only significant against Midjourney [40] and DALL·E 2 images. The model also shows great generalization ability, although the results 6",25687,25697
E00097,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,.2023.3337714 <Society logo(s) and publication title will appear here.> Glide SD1.3 SD1.4 SD2 SD XL Midjourney DALL·E 2 DALL·E 3 Firefly Overall Uncompressed 0.915 0.933 0.943 0.866 0.915 0.867 0.932 0.920 0.91,26290,26300
E00098,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"s robustness against JPEG compression, even at a Q = 70 quality factor. Glide SD1.3 SD1.4 SD2 SD XL Midjourney DALL·E 2 DALL·E 3 Firefly Overall Proposed (with Cross-difference) 0.915 0.933 0.943 0.866 0.915 0.",27360,27370
E00099,P002,Unknown,Unknown,generator_family,Midjourney,midjourney,unknown,,P002:p1-p8:unknown,"han when the model has been seen during training. Generalization results are significantly worse on Midjourney images, and even more so on DALL·E 2 images, suggesting these models architectures are dissimilar t",28121,28131
